,title,casts
1275,未来杀手,"萨沙·杰克逊,史蒂文·席格,约翰尼·梅辛纳,理查德·泰森"
1276,惊天刺杀,"肯·德·布沃,莎卡亚·瑞丝"
1277,香港大营救,"成泰燊,颜丙燕,梁俊一,霍青"
1278,暗道,"吴天戈,丁梓籽,林威,张家容,周娇"
1279,暗黑破坏神：竞逐一切,"Tomasz,Włosok,Cezary,Pazura,Rafał,Mohr,Joanna,Opozda,Mikołaj,Roznerski,Katarzyna,Figura,Agnieszka,Włodarczyk"
1280,赏金杀手,"马修·马斯登,克里斯塔娜·洛肯,Christian,Pitre,巴拉克·哈德利,亚布拉哈姆·本鲁比,加里·布塞,比佛莉·德安姬罗,凯文·麦克纳利,阿丽夏·维加"
1281,辣手保姆2,"Jenna,Ortega,贝拉·索恩,罗比·阿美尔,艾米丽·阿琳·林德"
1282,威猛战士,"Patrick,FrBezar,Hans,Haraldser,徐宝华"
1283,英雄江格尔之寻宝记,江格尔
1284,沙家十五女英豪,"井莉,凌波,汤兰花,归亚蕾,方芳芳"
1285,鬼吼断魂刀,"谭道良,史仲田"
1286,双龙过江,"马沙,王宝玉,李小明"
1287,猛汉狂徒,",郭小庄,马金谷,游天龙,雷鸣"
1288,天涯客,"金童,戴绮霞,沈芝华,唐菁,石坚"
1289,绝机,",成奎安,杨玉梅,姜皓文,邵兵"
1290,镇尸拳,"唐龙,康凯,林瑞耀,易原,后仪"
1291,绿印探案,"陈惠敏,黄家达,吕小龙,陈莉莉,刘丹"
1292,火之门,"高兹·乔治,科琳娜·哈弗奇,克劳斯·约翰内斯·贝伦特"
1293,蛇犬大英雄,"欧阳钟,上官红莺,李冠章,矮仔财,田野,唐家拳,山茅,蒋光超,上官亮,费云"
1294,猛虎闯关,"唐龙,欧阳钟,上官红莺,史仲田,曹健"
1295,孙悟空大战红孩儿,",恬妞,蒋光超,杨小萍,龙建国,葛小宝"
1296,黑狱群龙会,",Yu,Lung,Hsiao,龙方,郑浩南,Yi-Chen,Lin,Lung,Chien,曹查理,Shuang-Hsia,Hsu,Cheng-Lin,Huang,Kuan-Hsien,Huang,Ting-Ken,Shih,沈威,蔡弘,Shun-Hsing,Weng,Sze-ching,Wu,Jun-Chi,Yuan"
1297,杀出个未来,"张文慈,Pinky,Cheung,吕颂贤,单立文,吴毅将,林雪,"
1298,极道英雄,"林威,孙国豪,孙国明,林挺生,林玉紫"
1299,无间道长之神剑门,"徐少强,樊少皇,曹永廉,姚乐易,林泽铭"
1300,少林功夫,"鲁平,蔡弘"
1301,天使特务之黑日追击,"吴绮莉,黄佩霞,吴毅将"
1302,天下无敌,"成龙,袁小田"
1303,赌国恩仇,"谷峰,顾宝明,李志奇,邵萱,午马"
1304,童党之金牌少年犯,",雷宇扬,姚乐怡,李志聪,杜大伟,黄颖仪"
1305,狙击目标,"黎耀祥,王合喜,车婉婉"
1306,龙虎列传2：火拼天剎邪神,"午马,程东,胡渭康,徐少强,关德辉"
1307,风暴,"刘德华,姚晨,林家栋,胡军"
1308,使命召唤,"西恩·潘,杰丝敏·特丽卡,哈维尔·巴登,雷·温斯顿"
1309,利斧巨人:保罗班扬的愤怒,"乔·艾斯特维兹,丹·哈格蒂,Thomas,Downey"
1310,谁杀了他,"杨丽菁,Cynthia,Khan,邵峰,Feng,Shao,锺慧仪,杨玉梅,刘玲玲"
1311,风云毒玫瑰,"赵海媚,陈瑛敏,谷峰,贺强"
1312,鬼门奇谈,"龚万兴,尤国栋,小高山,何兴南,尤国华"
1313,辣手枭雄,"谷峰,卢惠光,吴雪雯,麦德罗,鬼塚"
1314,黑道兄弟,"赵舜,杨丽菁,曾惠权,周比利,王志刚,周北利,冯凯,阮晓燕"
1315,绝密跟踪,"薛景求,郑雨盛,韩孝周,李俊昊,金秉玉,任达华,陈庆,卞约汉"
1316,跟屁虫,"刘瑞琪,李立群,张国柱,张蓓心,金圣恩,刘承栗,金少华,徐康泰,简俐"
1317,龙拳天下,"刘少君,李晓飞,刘家辉,严毅,高师,猛龙"
1318,辣妹,"黄锦燊,Melvin,Wong,周比利,白云,原森,钟发志"
1319,飓风营救3,"连姆·尼森,福里斯特·惠特克,法米克·詹森,玛姬·格蕾斯"
1320,城市游戏,"窦骁,陈妍希,释小龙,叶青,周韦彤,金俊浩"
1321,制服,"任达华,徐若瑄,陈思诚,颖儿"
1322,警察故事2013,"成龙,刘烨,景甜,殷桃,那威,刘仪伟,柳海龙,周晓鸥,于荣光,吴樾,刘佩琦,古力娜扎"
1323,功夫战斗机,"陈天星,柳海龙,王琳娜,霸易,石林,林威,刘永奇,黄习恒"
1324,火红的杜鹃花,"李艳秋,廖京生,宋运成,买红妹,舒耀宣,苗海忠"
1325,大象,"亚历山大·阿达巴什扬,伊利娜·舍甫丘克,谢尔盖·希纳罗维,伊万·日德科夫,AleksandrPyatkov"
1326,金刚王：死亡救赎,"释彦能,刘承俊,张雅玫,南贤俊"
1327,澳门风云,"周润发,谢霆锋,杜汶泽,景甜"
1328,心战,"任达华,黄德斌,廖启智,龚慈恩,陈燃,蔡颖恩,张家辉,单立文,朱璇,莫子仪"
1329,霍比特人2：史矛革之战,"伊恩·麦克莱恩,马丁·弗瑞曼,理查德·阿米蒂奇,本尼迪克特·康伯巴奇,奥兰多·布鲁姆"
1330,敢死队3,"西尔维斯特·史泰龙,杰森·斯坦森,阿诺·施瓦辛格,杜夫·龙格尔,韦斯利·斯奈普斯,梅尔·吉布森"
1331,家园防线,"杰森·斯坦森,詹姆斯·弗兰科,伊扎贝拉·维多维奇,凯特·波茨沃斯,马库斯,·,赫斯特,克兰西·布朗,薇诺娜·瑞德,奥玛·本森·米勒,蕾切尔·勒费夫尔,弗兰克·格里罗,查克·齐托,普路特·泰勒·文斯"
1332,不准忘了我,"米娜·唐德,Laura,卡特琳娜·塔巴赫,马克思·雷迈特,克雷蒙斯·施伊"
1333,刺夜,"蒲巴甲,王子子,杜奕衡,"
1334,刺客信条,"迈克尔·法斯宾德,玛丽昂·歌迪亚,杰瑞米·艾恩斯,布莱丹·格里森,夏洛特·兰普林,迈克尔·肯尼斯·威廉姆斯,德尼·梅诺谢,亚里安妮·拉贝德,赫立德·阿卜杜拉,埃茜·戴维斯,马蒂亚斯·瓦雷拉,卡勒姆·特纳,卡洛斯·巴登,哈维尔·古铁雷斯,霍威克·库区科利安"
1335,街头之王,"岳松,李宇菲,康恩,杨建平,杨骏,李长海"
1336,金色太阳,"何宗道,山茅,龙飞,歐陽鐘,歐陽慧,吳可,黑鷹,唐家拳,陈佩玲,張方霞"
1337,绝色武器,"谢婷婷,安志杰,洪金宝,伍允龙"
1338,白发魔女传之明月天国,"范冰冰,黄晓明,赵文卓,王学兵,倪大红,童瑶,李欣汝,叶童,严屹宽,杜奕衡,赖晓生"
1339,逃脱,"伊桑·霍克,赛琳娜·戈麦斯,强·沃特,保罗·弗里曼,丽贝卡·巴迪哥,布鲁斯·佩恩"
1340,劫机惊魂,"克雷格·法布拉斯,维尼·琼斯,兰迪·库卓"
1341,霍比特人1：意外之旅,"伊恩·麦克莱恩,马丁·弗瑞曼,理查德·阿米蒂奇,肯·斯托特,伊恩·麦克莱恩,马丁·弗瑞曼,理查德·阿米蒂奇,肯·斯托特,"
1342,法老与众神,"克里斯蒂安·贝尔,乔尔·埃哲顿,本·金斯利,亚伦·保尔"
1343,丁丁历险记,"杰米·贝尔,安迪·瑟金斯,丹尼尔·克雷格,西蒙·佩吉,尼克·弗罗斯特,加利·艾尔维斯,托比·琼斯"
1344,日本少林,"徐少强,Norman,Chu,释小龙,Crystal,Sun,谭小环"
1345,火烧走马岗,",Chi,Yeung,Wong,韩国材"
1346,窃听风云3,"刘青云,古天乐,吴彦祖,周迅"
1347,枪神无畏,"杨晓雯,翟乃社"
1348,金鼎游龙勾魂令,"陳寶珠,張清,李居安,石堅,曾江"
1349,十三癫和尚,"程天赐,张纪平,徐忠信,黄飞龙,沈海蓉"
1350,八卦宗师,"欧力豪,谢苗,孙夕尧,梁小龙,刘锡明,熊欣欣,吴文,陈铁军,周青,江岛,王美英,韩佳纹,段亚兰"
1351,空中营救,"连姆·尼森,朱丽安·摩尔,斯科特·麦克纳里,米歇尔·道克瑞,内特·派克,寇瑞·斯托尔,露皮塔·尼永奥,奥玛尔·梅特瓦利,杰森·巴特勒·哈纳,莱纳斯·罗彻,谢伊·惠格姆,安松·蒙特,奎恩·麦克科甘,科里·霍金斯,弗兰克·迪尔"
1352,香港强奸奇案之割喉,"雷宇扬,陈国邦,关德辉"
1353,野性任务,"谢天华,麦家琪"
1354,大内高手,"舒佩佩,虞慧,川原,詹森"
1355,黑海夺金,"裘德·洛,斯科特·麦克奈利,本·门德尔森,"
1356,霹雳凤凰,"张睿羚,梁琤,张丰毅,简沛恩"
1357,伯纳德行动,卡尔·马克维斯奧古斯特·迪赫大卫·史崔梭德塞巴·乌泽多夫斯基
1358,皇家师姐5中间人,"杨丽菁,吴大维,江欣燕,罗烈,顾冠忠"
1359,落叶飞刀,"凌云,井莉,李丽丽,井淼"
1360,麻疯怪拳,"刘家勇,惠英红,汤锦棠,王清河"
1361,入侵者,"阿尔维托·阿曼,安东尼奥·德·拉·托雷,卡拉·埃莱哈尔德,茵玛·奎斯塔"
1362,赤欲情花,"惠天赐,楚湘云,陈观泰,刘素芳,刘云峰,潘德全,徐"
1363,神偷警花,"郑浩南,陈观泰"
1364,特警出击,"高发,刘爽,须乾,周迎红,汤振华,温建飞,陈树清,张"
1365,爆裂危情,"钟淑慧,欧锦棠,尹扬明"
1366,大私枭,"李长安,韦弘,李建平,卿爱华"
1367,黑星风云,"刘家辉,大岛由加利,郑浩南,罗烈,李文泰"
1368,孽火,"林威,梁韵蕊"
1369,铁脖子李勇,"戚冠军,柯佑民,王瑞,小戽斗,王瀚"
1370,狮吼,"白鹰,李昆,石坚"
1371,杀手情未冷,"梁家仁,高飞"
1372,白骨魔鞭,"曹达华,于素秋,李凤声,石坚"
1373,毒蜘蛛,"江明,孙嘉琳,蘇金龍,林正英,陈会毅"
1374,火爆警探,"吴大维,郑浩南,褚楚,胡安,闵西丁"
1375,生在江湖,",郑浩南,沈威,谷峰,崔正一,猛丁"
1376,古惑仔之街头悍将,"太保,狄威,谷峰,惠英红,周比利"
1377,血溅忠义门,"吴毅将,黄光亮,张雅欣,行宇,唐伟成"
1378,少林与太极,"尤国栋,马金谷,李小明,韩鹰"
1379,野兽特警2003,",王敏德(Michael),张文慈(Pinky,Cheung),王合喜(Ken,Wong),任港秀(Kong,Sau,Yum),陈慧明（Wai,Ming,Chan,）"
1380,冒险王尊尼,"Matt,Twining,甄子菁,斯科特·勒维,马特·姆林斯,杰森·伦敦,伊拉姆·崔,Cici,Lau,迈克尔·哥兹,Stirling,Everly"
1381,戏院凶座,"姬晨牧,袁姗姗,江佳桐,王若曦"
1382,警探红白黑,"刘杰,王志刚,杨静"
1383,睡拳怪招,",梁家仁,袁小田,黄一龙,罗汉"
1384,阴魔大法,"周德华,庄雪梅"
1385,决斗者的生命,"張玲,凌雲,岳华"
1386,保持通话,"古天乐,徐熙媛,张家辉,刘烨,樊少皇,龚蓓苾,张兆辉,陈诗慧,贝安琪,王祖蓝,陈家乐,洪卓立,谭竣浩"
1387,蓝色废墟,"Macon,Blair,戴文·雷特瑞,艾米·哈格里夫斯,Kevin,Kolack,伊芙·普拉姆"
1388,夺帅,"洪金宝,任达华,吴京,李修贤,恬妞,张兆辉,卢惠光,邵美琪"
1389,镖旗飞扬,"羅烈,張佩山,王俠,楊愛華"
1390,黄埔滩头,",楚湘云,刘家辉,谷峰,王戎"
1391,至尊一剑,",尔冬升,白彪,李殿朗"
1392,铁罗汉,"方盈,凌云,虞慧,陈鸿烈"
1393,插翅虎,"于倩,陈鸿烈,田丰"
1394,江湖三女侠,"沈依,林嘉,潘迎紫,张翼,罗烈"
1395,凤飞飞,"何莉莉,南宫勋,王侠,翟诺,林静"
1396,通天小子红枪客,"汪禹,谷峰,王龙威,元华"
1397,夺棍,"孟元文,秦煌,潘冰嫦"
1398,冰天侠女,"李菁,岳华,张冲,田丰"
1399,侠士行,"李菁,罗烈,岳华,王侠,彭鹏"
1400,幻影战士2：追击末日山,"浩克·霍根,香农·特威德,卡尔·韦瑟斯"
1401,萨瓦特,"奥利弗·古鲁内尔,伊恩·齐林,阿什丽·劳伦斯,MichaelPalance,DonaldGibb"
1402,大侠复仇记,"李菁,于倩,岳华,井淼"
1403,鬼太监,"焦姣,宗华,白鹰,王侠"
1404,少年苏乞儿,"刘家辉,白彪,汪禹,王龙威"
1405,断魂谷,"于倩,岳华,陈鸿烈,罗维,李昆"
1406,儒侠,"张翼,舒佩佩,焦姣,井淼,罗烈"
1407,断肠剑,"乔庄,秦萍,王羽,郑雷,焦姣"
1408,别惹我,"罗伯特·德尼罗,米歇尔·菲佛,迪安娜·阿格隆,约翰·德利奥,汤米·李·琼斯,吉米·帕伦博,多米尼克·隆巴多兹,斯坦·卡普,维森特·帕斯托雷,乔恩·弗雷达,小迈克尔·J·帕尼凯利,保罗·鲍格才,安东尼·德西奥,特德·阿尔奇迪,大卫·贝利"
1409,白衣侠女,"王美玲,李俊峰,贾平"
1410,浪漫杀手自由人,"王祖贤,任达华,刘兆铭,李若彤,高飞"
1411,蛇咒,"马俊伟,刘家辉,徐敏"
1412,白虎,"阿列克谢·沃特考夫,维塔利·基什琴科,瓦列里·格里什科,德米特里·贝科夫斯基-罗马绍夫,格拉西姆·阿尔基波夫,亚历山大·巴赫夫,Vitaliy,Dordzhiev,弗拉基米尔·伊利因,Karl,Kranzkowski,克里斯蒂安·雷德尔,克劳斯·克鲁伯格,维尔马·比埃里,德科马登斯,迈克尔·施内克,V.,Chankin"
1413,奥林匹斯的陷落,"杰拉德·巴特勒,艾伦·艾克哈特,芬利·雅克布森,迪伦·麦克德莫特,尹成植,摩根·弗里曼,安吉拉·贝塞特,梅丽莎·里奥,拉达·米切尔,科尔·豪瑟,艾什莉·贾德"
1414,四大名捕大结局,"邓超,刘亦菲,邹兆龙,郑中基,黄秋生,江一燕,柳岩,吴秀波,邓萃雯,李子雄,苏有朋,于承惠,包贝尔,向恬冉,吴映洁,刘俊纬,曹炳琨"
1415,挑战者,"迈克·克拉克·邓肯,贾斯汀·哈特雷,KentMoran"
1416,控制,"吴彦祖,姚晨,任达华,戴立忍,安以轩,邵兵,惠英红,冯嘉怡,郝柏杰,王馨平,孙佳君"
1417,四大名捕2,"邓超,刘亦菲,邹兆龙,郑中基,黄秋生,江一燕,成泰燊,柳岩,吴秀波,邓萃雯,于承惠,包贝尔,向恬冉,吴映洁,刘俊纬,李子雄,张兆辉,周海媚,卢惠光,苗驰,曹炳琨,高天,刘子威,蒋浚赫,刘峰超,李紫菻,李欣烨,邱晔,李宛真,张煜雯"
1418,月色狰狞,"邢佳栋,姚橹,矢野浩二,李彧"
1419,夺命枪火,"热拉尔·朗万,乔伊·斯塔尔,阿丽斯·塔格里奥妮,伊马诺尔·佩尔塞"
1420,八十年代的巨星,"Richard,帕特里克·坦西,Bruno,Jean-"
1421,银翼杀手2049,"瑞恩·高斯林,安娜·德·阿玛斯,西尔维娅·侯克斯,罗宾·怀特,杰瑞德·莱托,哈里森·福特,戴夫·巴蒂斯塔"
1422,蜂鸟特攻,"杰森·斯坦森,阿加塔·布泽克,薇琪·麦克卢尔,本尼迪克特·王,盖·莱恩,优素福·凯尔科尔,安东尼·莫里斯,维多利亚·贝维克,克里斯蒂安·布拉辛顿,丹尼·韦伯,Sang,Lui,Bruce,Wang,大卫·布拉德利,希欧布罕·休莱特,Steven,Beard,杰森·王,艾德·高根,伊恩·皮里,Sheng-Chien,Tsai,约瑟夫·阿尔京,米歇尔·李,约瑟夫·朗,Andrew,Ellis,李·阿斯奎斯-柯,保罗·布莱克维尔,史蒂文·博里,蒂利亚纳·布克丽瓦,贝恩·科拉科,克里斯·考林,李·尼古拉斯·哈里斯"
1423,治外法权,"任昌丁,崔丹尼尔,张光,林恩京,李璟荣,郑涵妃"
1424,黑煞,"梁家仁,韦白,孙建,黄家达"
1425,惊天破,"谢霆锋,刘青云,佟丽娅,"
1426,快手枪手快枪手,"林更新,张静初,腾格尔,"
1427,危城,",刘青云,古天乐,彭于晏,袁泉,江疏影,廖启智,吴京,"
1428,夺路而逃,"张一山,何沄伟,李菁,朴河宣"
1429,命悬一线,"约翰·特拉沃尔塔,凯特·波茨沃斯,戴文·萨瓦,朱莉·本茨,吉尔·贝罗斯,瑞安·罗宾斯,泰·奥尔森,Stuart,Stone,Christian,Michael,Cooper,库蒂斯·卡拉瓦乔,艾米丽·乌勒普,Reese,Alexander,Matt,Bellefleur,Sidney,Grigg,Jorge,Vargas"
1430,功夫瑜伽,"成龙,李治廷,张艺兴,索努·苏德,母其弥雅,迪莎·帕塔尼,艾米拉·达斯特,尚语贤,姜雯,张国立"
1431,洛克海特的遗物,"David,A.,Lockhart,Lina,Bubisa,瓦妮萨·安吉尔,Andre,Bolourchi,安妮·洛克哈特,Thaine,H.,Allison,Jr.,Joel,Hebner,Sayaka,Pereira,Anthony,Pietromonaco,Whit,Spurgeon,Lindsay,McGrail,R.J.,Barnes,Carly,Bee,Chelsea,Rae,Bernier,Sharon,Brock"
1432,悟空传,"彭于晏,倪妮,欧豪,余文乐,郑爽,乔杉,杨迪,俞飞鸿"
1433,别有动机,"林家栋,饰,姚杰,秦岚,饰,叶霜,任达华,饰,叶城,高圣远,饰,凌峰"
1434,秘术,"安以轩,汪东城,郭德纲,宁桓宇,陈欣淇"
1435,心跳戈壁,"邵兵,董璇,彭波,陈正华,伊利亚尔·阿不力米提,李明,杨海超,那临,谢宜,地曼·阿巴克夫,李酷娜"
1436,肉搏战,"詹尼·麦卡锡,唐尼·沃尔伯格,伊桑·苏普利,卢卡斯·哈斯"
1437,新兵正传3：蛙人传,"王伟良,张智扬,林俊良,黄恺杰,陈伟恩"
1438,赛车狂人,"拉尔斯·阿兰兹-汉森,安德斯·巴斯莫·克里斯蒂安森,Camilla,Frey,玛丽·布洛克胡斯"
1439,狙击时刻,"宋洋,杨钧丞,王仲欣,梦丽,马东延,冉天"
1440,水星平原,",斯科特·伊斯特伍德,安吉拉·萨拉弗安,尼克·齐兰德,迈克·加萨威"
1441,猎鹰突起,"迈克尔·加·怀特,尼尔·麦克唐纳,拉蒂夫·克劳德,丹尼卡多纳"
1442,偷天换日之重生,"赛琳达·斯万,威廉·莫斯里,托马斯·简,威廉·莱维,尼克·塔拉贝,比利·布莱尔,布雷特·德尔布罗诺,托里·沃格尔"
1443,梦想战士,"Daniel,Goddard,兰斯·亨利克森,理查德·诺顿,雪琳·芬,Bojana,Gregoric,艾萨克·海耶斯,Richard,Claxton,Jasmina,Hdagha"
1444,惊险之旅,"鲁特格尔·哈尔,迪伦·沃尔什"
1445,黑匣喋血记,"文喜太,张晓燕,张安继,汤俊良,韩志凯,张克俭,周志清,李瑞霖,李兰发,张襄伍,龙志平,容嘉勤,杨再伦"
1446,沉默者,"MichaelDudikoff,BrennanElliott,GabrielleMiller"
1447,笑面杀手,"威廉·弗西斯,比安卡·亨特,汤姆·塞兹摩尔,Victor,Larry,罗伯特·麦克"
1448,七只狐狸,"叶倩文,孙越,尔冬升,林青霞,陶大伟"
1449,索命逍遥楼,"杨凤一,黄国强,王赤"
1450,烈日狂风,"张翼,田蜜,白鹰,巫敏雄"
1451,黑风寨,"关礼杰,洪欣,徐少强"
1452,反恐精英之怒海争雄,"尤尔根·普洛斯诺,Maxine,Bahns,Robin,Givens,詹森·刘易斯,乔尔·维斯特,沃夫·拉森,马塞尔·尤勒斯,麦克辛·班恩斯"
1453,金银岛之战,"BethAllen,FrankBrown,JohnCallen"
1454,凶蝎,"高飞,赵美宝,蒋志光"
1455,黑社会档案之黑金帝国,"黄秋生,陈惠敏,午马,彭丹"
1456,名剑风流,"于珊,王冠雄,金汉,慕思成"
1457,射杀英雄,"NicholasTurturro,SteveTalley,SamanthaLockwood,TaylorNegron"
1458,特工008,"弗拉基米尔·叶皮凡采夫,谢尔盖·阿斯塔霍夫,Harry,Borg"
1459,四大门派,"陈星,洪金宝,田俊,关山,王侠,任世官"
1460,武神黑侠,"樊少皇,郑佩佩,高飞,钟淑慧,谭筠怡,梁焯满,Ritsuko,Nagai"
1461,夺命金剑,"张翼,石隽,韩汝云"
1462,誓言,"卢克·贝里,C·托马斯·豪威尔,金·寇兹"
1463,追金行动,"大岛由加利,黄子扬,徐锦江"
1464,拳神小子,",钱嘉乐,邝文珣,高雄,商天娥,周比利,淳于珊珊,姜飞,梁家宝,何金灵"
1465,西部铁血风云,"CasperVanDien,BruceBoxleitner,ErnestBorgnine"
1466,又见女王蜂,"陈加玲,曹查理,林俊贤"
1467,末代响马,"刘永,狄威,关海山,王小凤"
1468,杀手情,"申军谊,史可,顾艳,谭希和"
1469,夺标,"张卫健,黄翠如,吴天瑜,谢苗,于荣光,徐向东"
1470,七星碧玉刀,"赵阳,李思杰,李殿芳,祁明远,单星梅"
1471,飞天蜈蚣,"瞿颖,巫刚"
1472,三不管,"林家栋,连凯,田蕊妮,"
1473,卧底飞龙,"ChadMcQueen,CynthiaRothrock,DavidCarradine,AndyMcCutcheon"
1474,生化人,"MattMcColm,AmandaPays,JasonGould"
1475,魔幻紫水晶,"胡慧中,安德尊,林小楼,方中信,曾小燕,刘少君,罗锐,李志希,裘海正,洪志成,黄曼凝,王世官,陈裕正,朱昆洋"
1476,虎胆侠情,"莫少聪,黎姿,龙方,刘凌"
1477,福尔摩斯神犬,"本杰明·艾伦BenjaminEroen,布莱尼·卡梅隆BrynneCameron,安东尼·西蒙斯AnthonySimmons"
1478,机动部队—警例,"任达华,邵美琪,林雪,李国麟,连伟健"
1479,金库,LaciSzabo
1480,福建少林拳,"田俊,田蜜"
1481,兼差女郎,"曹查理,翁世杰,邓仲坤ChungKwanDang,大友梨奈,宣彤"
1482,囚室211,"路易斯·托萨尔,阿尔维托·阿曼,安东尼奥·雷西内斯,曼努埃尔·莫龙,卡洛斯·巴登,玛尔塔·埃图拉,路易斯·扎赫拉,马诺洛·索洛,帕特希·柏斯库尔特,乔斯因·本格特伊,Fernando,Soto,文森特·罗米洛,Anartz,Zuazua,Miguel,Martín,菲利克斯库贝罗"
1483,马后炮,"郑则仕,秦沛,王青,余绮霞,汪禹"
1484,燃烧战车,"埃里克·帕拉迪诺,迈克尔·马德森,大卫·莫斯科,Heather,Marie,Marsden,皮特·杰森,Owen,Beckman,Jeff,Enden,安东尼·约翰·邓尼森,Lobo,Sebastian,里戈·桑切斯,Mirelly,Taylor,大卫·格罗"
1485,亡命娇娃,"杨泽霖,马敏儿,黄元申"
1486,紫金镖,"汪玲,董力,欧威,曹健"
1487,天使特警,"李赛凤,林俊贤,王龙威,大岛由加利,成奎安,吴岱融,龙方"
1488,猛龙征东,"何宗道,龙飞,欧阳钟,祖勃林"
1489,剑客春秋,"李雪健,申军谊,哈斯巴根"
1490,喋血江湖,"莫少聪,林威,龙铭恩,龙方,狄威,杨羚,鬼冢,沉威,李修贤,陈欣健,叶荣祖,曾光展,何家驹"
1491,剑女幽魂,",井莉,陈鸿烈,江南"
1492,泰拳风云,MichaelB·RussellWongIntiraJaroenpura
1493,鬼计双雄,"陈惠敏,苏加诺,洪金宝"
1494,搏击之王4-入侵者,"SashaMitchell,NicholasGuest"
1495,连环炮,"高飞,Wai-ManChan,YasuyoshiShikamura,MartinTing,RalphWang"
1496,轰天密令,"大岛由加利,杨盼盼,高飞,艾度文仙奴,张午郎,李春华,孔祥德,张华"
1497,杀人曲,"郑浩南,罗家英,钟淑慧"
1498,三娘教子,"田野,刘天龙,游龙,伍秀芳,李虹,葛香亭,李芷麟,方芳,柯佑民,万重山,韩苏,金石"
1499,重案实录之污点证人,"张家辉,李剑忠,樊少皇,范爱洁,纪家发,吴国敬,黄柏文,伊凡威,洪志成,雷小明,锺华东,伍国健,洪志强,曹德星"
1500,金锁匙,"邓光荣,林建明,唐菁,林伟祺,宋穆"
1501,最高安全,"PaulMichaelRobinson,JohnLazar,LandonHall,NeilDelama,J.C.Johnson"
1502,山东响马,"白鹰,张翼,胡锦,洪金宝,唐伟成"
1503,新龙争虎斗,",李赛凤,林俊贤,郑浩南,大岛由加利,龙方,黄一山,刘观伟,周比利,卢惠光,沈威"
1504,世纪大毁灭,"MongoBrownlee,FrederickCoffin,OscarDillon,JeffreyKing"
1505,二五传说,"尹子维,吴毅将,巫启贤,许绍雄,梁绰满,"
1506,幕后杀手,"王敏德,姚乐怡,樊亦敏,梁勇"
1507,战友,"王喜,张瑞哲,黄子扬,何家驹,宋娜娜,金超群,丁宁,曾光展,程东"
1508,原点,"申星一,文姬"
